,null,zpe,U0,U,H,G,Cv
304,304,0.113012582064,-447.545928955,-447.485900879,-448.587646484,-448.743865967,26.9780597687
305,305,0.14311414957,-401.515106201,-401.31741333,-403.6456604,-403.228149414,30.5034675598
306,306,0.149367660284,-425.834655762,-425.646484375,-426.731079102,-426.502105713,31.4433498383
307,307,0.178977862,-434.355712891,-434.261169434,-435.613525391,-435.131652832,35.9918785095
308,308,0.14795859158,-421.54498291,-421.353851318,-421.944244385,-421.726470947,30.6025657654
309,309,0.104805767536,-432.555267334,-432.304962158,-433.785217285,-433.968963623,27.92603302
310,310,0.149043634534,-399.464355469,-398.754943848,-401.41506958,-401.012420654,30.7702560425
311,311,0.157615154982,-428.248687744,-428.245178223,-429.02835083,-428.789581299,31.7577705383
312,312,0.201323717833,-370.490112305,-370.253173828,-372.208679199,-371.65435791,36.8169555664
313,313,0.089968457818,-449.605224609,-449.408111572,-451.41394043,-451.695953369,27.727399826
314,314,0.16980445385,-423.615844727,-423.492340088,-424.644897461,-424.335418701,35.1033172607
315,315,0.149690240622,-396.380065918,-395.82434082,-398.684875488,-398.241119385,28.9071788788
316,316,0.139895513654,-395.238830566,-394.894226074,-396.225036621,-395.837158203,26.3856906891
317,317,0.221534758806,-375.574920654,-375.880523682,-380.232666016,-379.857940674,39.3543624878
318,318,0.128419071436,-407.919921875,-407.471130371,-409.15826416,-409.066772461,29.4746589661
319,319,0.129091560841,-424.389831543,-424.388031006,-424.466186523,-424.41305542,25.8487739563
320,320,0.0943537428975,-457.082824707,-456.781280518,-458.958679199,-459.224212646,26.5539493561
321,321,0.137673720717,-440.360107422,-440.119445801,-441.110565186,-440.937286377,31.904291153
322,322,0.112411156297,-432.039306641,-431.896392822,-432.50668335,-432.54498291,28.2007217407
323,323,0.183916196227,-376.79888916,-376.508331299,-378.256347656,-377.719482422,32.2061653137
324,324,0.169395059347,-388.749206543,-388.314453125,-390.343536377,-390.010437012,32.4084434509
325,325,0.119962185621,-439.078857422,-438.830047607,-439.106689453,-439.025726318,30.7350082397
326,326,0.223297059536,-352.655456543,-352.104797363,-357.48526001,-356.789581299,36.6335983276
327,327,0.178696572781,-376.934509277,-376.538085938,-379.002349854,-378.458068848,33.8646087646
328,328,0.147063806653,-384.210327148,-383.545532227,-386.937164307,-386.572235107,29.7873783112
329,329,0.131332814693,-425.496704102,-425.282562256,-426.457397461,-426.448150635,31.8428421021
330,330,0.156240150332,-433.286773682,-433.328216553,-434.121276855,-433.835723877,31.0215320587
331,331,0.122335657477,-398.593078613,-398.090301514,-401.167236328,-400.951751709,29.3688259125
332,332,0.170225858688,-395.56817627,-395.210113525,-396.822235107,-396.411224365,33.2821769714
333,333,0.135337501764,-455.339630127,-455.239562988,-456.481170654,-456.50012207,31.4005794525
334,334,0.17077408731,-390.549133301,-390.214141846,-391.906860352,-391.42098999,33.1173095703
335,335,0.117585800588,-454.714874268,-454.679595947,-455.178771973,-455.216827393,30.0099582672
336,336,0.197463423014,-406.265869141,-406.069030762,-409.209075928,-408.813018799,38.710269928
337,337,0.189108639956,-377.339813232,-377.2762146,-378.634765625,-378.117675781,31.3303127289
338,338,0.172523424029,-393.768737793,-393.378845215,-394.598388672,-394.257568359,35.6778411865
339,339,0.188227653503,-432.744812012,-432.234039307,-434.692352295,-434.342285156,39.3053588867
340,340,0.1480717659,-401.408477783,-400.776550293,-403.936401367,-403.650726318,31.1094055176
341,341,0.0936450138688,-418.869873047,-418.869262695,-416.863128662,-417.069946289,27.369934082
342,342,0.17641864717,-422.811553955,-422.617950439,-424.116912842,-423.724761963,35.7394599915
343,343,0.131019130349,-432.230377197,-431.83416748,-434.011474609,-433.923553467,28.3271350861
344,344,0.126920908689,-384.884796143,-384.375457764,-386.741790771,-386.643859863,28.9902820587
345,345,0.129273235798,-432.704315186,-432.195129395,-434.432800293,-434.354888916,28.9602947235
346,346,0.150304526091,-385.581604004,-384.987670898,-387.508911133,-387.131011963,27.3080921173
347,347,0.158084765077,-395.181854248,-395.201049805,-396.848266602,-396.524688721,34.2204017639
348,348,0.0855836942792,-412.209381104,-411.844055176,-413.378051758,-413.661895752,26.6437683105
349,349,0.158518999815,-398.712463379,-398.449432373,-400.198760986,-399.90411377,33.4384002686
350,350,0.159617275,-414.138977051,-414.257873535,-414.909484863,-414.499450684,32.0770530701
351,351,0.155508428812,-392.456787109,-392.131134033,-393.647949219,-393.237213135,32.2646980286
352,352,0.134150445461,-455.684539795,-455.620239258,-456.982147217,-457.033477783,32.169418335
353,353,0.156131699681,-430.495300293,-430.391662598,-431.530395508,-431.323883057,33.6587142944
354,354,0.123866245151,-431.958374023,-431.781860352,-432.745483398,-432.674468994,29.8671264648
355,355,0.145523697138,-372.408813477,-371.597961426,-375.232818604,-374.768218994,27.9681301117
356,356,0.13949419558,-419.353515625,-419.096832275,-421.032531738,-420.825836182,30.5048847198
357,357,0.199193269014,-424.374603271,-424.05480957,-427.820800781,-427.52230835,39.2495117188
358,358,0.110512062907,-497.570373535,-497.872253418,-498.142456055,-498.387207031,30.1374473572
359,359,0.12872004509,-402.89163208,-402.265991211,-404.923950195,-404.645568848,28.7662792206
360,360,0.148997843266,-396.732116699,-396.201171875,-398.545227051,-398.145721436,31.2734298706
361,361,0.113428071141,-452.001068115,-451.921936035,-452.918640137,-452.937591553,28.9040737152
362,362,0.0994037911296,-440.326904297,-440.337890625,-440.781036377,-440.947601318,26.2150115967
363,363,0.183258458972,-375.846466064,-375.537231445,-378.009857178,-377.528259277,32.3763999939
364,364,0.17131459713,-406.92175293,-406.684814453,-408.174194336,-407.73916626,33.9289093018
365,365,0.149333178997,-397.050506592,-396.606750488,-398.346008301,-397.919158936,31.0438022614
366,366,0.190064430237,-431.04864502,-430.769958496,-432.745605469,-432.437957764,37.5903549194
367,367,0.172570601106,-394.483093262,-394.171081543,-396.59552002,-396.112945557,33.4602470398
368,368,0.131229579449,-386.832763672,-386.093444824,-388.749694824,-388.432739258,29.1561470032
369,369,0.0744297578931,-394.177368164,-394.139068604,-394.431396484,-394.786224365,22.0967578888
370,370,0.121792599559,-422.917053223,-422.756011963,-423.470245361,-423.552703857,29.4255161285
371,371,0.105868086219,-446.78137207,-446.898376465,-447.688690186,-447.755523682,27.7141265869
372,372,0.18133674562,-381.48147583,-381.218322754,-382.760070801,-382.277893066,33.1864547729
373,373,0.177493914962,-385.369903564,-385.156005859,-387.186462402,-386.727935791,34.354675293
374,374,0.177058190107,-455.516143799,-455.460449219,-457.670349121,-457.557647705,35.9748039246
375,375,0.134918063879,-429.944519043,-429.856689453,-430.374206543,-430.371490479,31.0633792877
376,376,0.146018743515,-445.699157715,-445.738342285,-446.896697998,-446.777252197,32.3905296326
377,377,0.145785599947,-432.897857666,-432.679656982,-433.823699951,-433.499816895,31.8795776367
378,378,0.148207202554,-402.981628418,-402.782714844,-403.328430176,-403.08694458,31.4183673859
379,379,0.161726772785,-387.126037598,-386.575653076,-389.505615234,-388.926330566,30.8805179596
380,380,0.159755840898,-453.076141357,-453.376220703,-453.363708496,-453.331665039,33.2032432556
381,381,0.139383554459,-419.395294189,-418.932098389,-421.675842285,-421.414672852,30.2689933777
382,382,0.136819750071,-450.807128906,-450.399658203,-451.671264648,-451.536437988,31.2892131805
383,383,0.147933736444,-437.800079346,-437.516662598,-439.153503418,-439.04977417,31.6811122894
384,384,0.15675625205,-423.556793213,-423.34552002,-425.227386475,-424.918151855,32.6121368408
385,385,0.158187717199,-390.294891357,-390.100982666,-392.260681152,-391.79876709,33.1308746338
386,386,0.178083524108,-453.744140625,-453.70803833,-455.615264893,-455.437225342,36.6254806519
387,387,0.180491819978,-425.301635742,-425.029602051,-427.101501465,-426.714996338,33.1060028076
388,388,0.159045919776,-421.532073975,-421.688598633,-422.04284668,-421.742950439,33.4967002869
389,389,0.136026710272,-432.356933594,-432.03793335,-432.804382324,-432.737213135,29.859544754
390,390,0.134825915098,-402.101135254,-401.699584961,-403.447845459,-403.172668457,30.5883216858
391,391,0.199903428555,-374.621337891,-374.18762207,-377.454162598,-376.968688965,36.9390830994
392,392,0.169542551041,-377.64276123,-377.135009766,-380.02154541,-379.611785889,31.1305065155
393,393,0.147742047906,-414.35647583,-414.110961914,-415.430358887,-415.128875732,30.0982379913
394,394,0.136923283339,-416.560974121,-416.237121582,-417.58026123,-417.502471924,29.4876270294
395,395,0.192718446255,-368.26373291,-367.778503418,-370.594787598,-369.917755127,34.2872886658
396,396,0.199570074677,-387.138458252,-387.205230713,-388.356445312,-387.885772705,36.0624465942
397,397,0.159536927938,-381.574707031,-381.437988281,-384.194854736,-383.81552124,30.9675235748
398,398,0.184988558292,-391.472106934,-391.452026367,-392.836608887,-392.265472412,32.8699188232
399,399,0.176891312003,-378.152893066,-377.701538086,-380.458526611,-379.987243652,31.8186588287
400,400,0.151018768549,-381.177581787,-380.732727051,-383.454650879,-382.950592041,29.7613067627
401,401,0.172455191612,-395.496459961,-395.005554199,-397.487548828,-397.074066162,32.8667373657
402,402,0.128095552325,-429.268280029,-429.114318848,-430.020690918,-429.9375,30.675485611
403,403,0.205690383911,-347.036987305,-346.103851318,-349.106170654,-348.560943604,33.0090904236
404,404,0.158013015985,-376.166656494,-375.708190918,-378.607818604,-378.008117676,33.5316848755
405,405,0.170709684491,-391.855712891,-391.477539062,-392.995758057,-392.544342041,33.3428726196
406,406,0.14842414856,-421.367736816,-421.03515625,-422.444763184,-422.128509521,31.0296573639
407,407,0.118827417493,-456.346374512,-456.352722168,-457.361572266,-457.511993408,27.9455986023
408,408,0.163860142231,-335.158599854,-334.212677002,-339.549957275,-339.271881104,35.3044128418
409,409,0.116257354617,-391.861297607,-391.510620117,-392.561706543,-392.523895264,27.3036212921
410,410,0.148832976818,-433.411865234,-433.054138184,-435.718109131,-435.384735107,32.4380073547
411,411,0.179907023907,-380.1512146,-379.516967773,-383.071990967,-382.455963135,34.9729270935
412,412,0.17147038877,-381.775939941,-381.448394775,-383.756530762,-383.395111084,32.5544967651
413,413,0.17898952961,-379.249328613,-378.81048584,-381.201385498,-380.680114746,34.2427749634
414,414,0.169389411807,-401.187438965,-400.759796143,-402.41796875,-402.035400391,33.9560928345
415,415,0.159175157547,-416.476989746,-416.33416748,-417.99017334,-417.679016113,33.0338745117
416,416,0.0849638581276,-418.504516602,-418.661315918,-418.334533691,-418.501159668,24.9959888458
417,417,0.157543316483,-422.708312988,-422.805053711,-423.899963379,-423.571380615,31.8846721649
418,418,0.107939213514,-456.601745605,-456.321685791,-457.818725586,-457.983123779,29.00233078
419,419,0.188408002257,-359.761169434,-359.495391846,-361.282958984,-360.687164307,29.4297389984
420,420,0.107928618789,-432.86630249,-432.579223633,-433.999267578,-433.987365723,27.5872058868
421,421,0.149717003107,-389.399597168,-388.81539917,-391.418273926,-391.025085449,30.5315303802
422,422,0.120434999466,-461.6690979,-461.559936523,-462.185577393,-462.236846924,31.4327812195
423,423,0.160544276237,-362.415985107,-362.159912109,-365.230316162,-364.846313477,28.9274959564
424,424,0.173605293036,-431.230682373,-430.86630249,-434.045288086,-433.745880127,35.6297607422
425,425,0.145349696279,-403.160400391,-402.820281982,-404.212799072,-403.910736084,31.2342510223
426,426,0.18411514163,-371.919433594,-371.144866943,-374.885437012,-374.128723145,34.8447036743
427,427,0.160357385874,-387.669372559,-387.671630859,-390.060974121,-389.733734131,31.8056640625
428,428,0.181583195925,-382.920928955,-382.611755371,-384.556060791,-384.089630127,33.1100616455
429,429,0.10199944675,-439.134338379,-439.214904785,-439.320373535,-439.431549072,28.2231616974
430,430,0.150998607278,-387.813232422,-387.448974609,-389.407836914,-388.933959961,26.8698558807
431,431,0.158696532249,-431.635375977,-431.347625732,-432.510620117,-432.217315674,34.405090332
432,432,0.147549346089,-417.987792969,-417.951812744,-418.687835693,-418.529998779,30.5197925568
433,433,0.13928604126,-434.336608887,-434.087738037,-435.187866211,-435.069885254,27.3034915924
434,434,0.126241058111,-437.684936523,-437.469940186,-438.563232422,-438.422302246,30.1416320801
435,435,0.108313083649,-438.619140625,-438.361206055,-439.891021729,-439.986968994,28.4832859039
436,436,0.190172612667,-390.256317139,-389.677581787,-392.432952881,-391.88571167,35.4868774414
437,437,0.136236593127,-433.182220459,-433.084228516,-433.320922852,-433.199829102,28.8416652679
438,438,0.157292872667,-434.421142578,-434.280700684,-435.479736328,-435.214050293,36.4850692749
439,439,0.143689036369,-408.660552979,-408.54510498,-409.402862549,-409.083312988,31.1027908325
440,440,0.199496537447,-430.482696533,-430.156402588,-433.59362793,-433.247711182,38.0241317749
441,441,0.180898457766,-382.144470215,-382.060241699,-383.503662109,-383.008087158,31.6961688995
442,442,0.157323420048,-390.672363281,-390.56463623,-392.925018311,-392.503448486,30.260717392
443,443,0.212832540274,-373.864013672,-373.970947266,-377.581115723,-377.132720947,37.0404090881
444,444,0.119065463543,-397.870635986,-397.444641113,-398.86315918,-398.752288818,28.5724601746
445,445,0.101176023483,-440.166748047,-440.085876465,-440.870697021,-440.984832764,26.9519481659
446,446,0.13732431829,-426.338867188,-425.868896484,-427.270111084,-427.169250488,27.7296962738
447,447,0.171947941184,-389.370330811,-388.781280518,-391.415161133,-390.967895508,32.6993370056
448,448,0.185414284468,-405.947998047,-405.412719727,-408.621459961,-408.061676025,35.2554321289
449,449,0.157698899508,-402.905700684,-402.756134033,-404.631103516,-404.344940186,32.0590019226
450,450,0.107975952327,-443.355560303,-443.10760498,-443.722290039,-443.707305908,29.607749939
451,451,0.0843287110329,-410.422302246,-410.624755859,-409.634643555,-409.801239014,22.7525272369
452,452,0.120584964752,-432.186218262,-431.873840332,-432.720031738,-432.62008667,30.4886455536
453,453,0.20201715827,-375.633483887,-375.237060547,-378.742858887,-378.171875,34.6164855957
454,454,0.191172167659,-406.088134766,-405.773193359,-407.190155029,-406.637695312,36.0540008545
455,455,0.107347808778,-404.780639648,-404.55078125,-405.053771973,-405.016143799,28.4625816345
456,456,0.2301235497,-359.18637085,-362.077087402,-350.110595703,-349.312225342,37.6118850708
457,457,0.131551370025,-442.548828125,-442.325561523,-443.853088379,-443.786224365,30.5577030182
458,458,0.18351495266,-395.052520752,-394.592712402,-396.722717285,-396.33291626,35.5327835083
459,459,0.200970262289,-426.923339844,-426.786193848,-430.756286621,-430.525756836,37.1255302429
460,460,0.200857847929,-414.547698975,-414.161010742,-418.207336426,-417.925811768,38.9432144165
461,461,0.0884075462818,-444.121612549,-444.362060547,-443.334594727,-443.479095459,26.5341014862
462,462,0.128304108977,-445.770721436,-445.39730835,-447.202728271,-447.175933838,29.505317688
463,463,0.139495238662,-441.208496094,-440.950134277,-442.220123291,-442.082092285,28.5037918091
464,464,0.0840065330267,-404.116607666,-404.161743164,-404.33795166,-404.48336792,24.2239513397
465,465,0.200187698007,-382.180664062,-382.185058594,-383.909362793,-383.426849365,38.4581069946
466,466,0.159403815866,-419.99597168,-419.764465332,-421.754272461,-421.364776611,32.6311607361
467,467,0.129060655832,-439.148040771,-438.589599609,-441.09161377,-441.135803223,28.9077167511
468,468,0.155996009707,-424.774047852,-424.830871582,-426.042785645,-425.82711792,30.8453712463
469,469,0.0971044898033,-427.110229492,-426.614227295,-428.575164795,-428.765472412,26.298582077
